year,prefecture,sales_quantity_kl
1963,北海道,67006.0
1964,北海道,72724.0
1965,北海道,69747.0
1966,北海道,78019.0
1967,北海道,75147.0
1968,北海道,76037.0
1969,北海道,78376.0
1970,北海道,76590.0
1971,北海道,73529.0
1972,北海道,74275.0
1973,北海道,73945.0
1974,北海道,72786.0
1975,北海道,70327.0
1976,北海道,62592.0
1977,北海道,59867.0
1978,北海道,54361.0
1979,北海道,54329.0
1980,北海道,50099.0
1981,北海道,49741.0
1982,北海道,48217.0
1983,北海道,45277.0
1984,北海道,38164.0
1985,北海道,38181.0
1986,北海道,39892.0
1987,北海道,41881.0
1988,北海道,42560.0
1989,北海道,40662.0
1990,北海道,43021.0
1991,北海道,44051.0
1992,北海道,44403.0
1993,北海道,45526.0
1994,北海道,43821.0
1995,北海道,44482.0
1996,北海道,43841.0
1997,北海道,40404.0
1998,北海道,40550.0
1999,北海道,37985.0
2000,北海道,36435.0
2001,北海道,35413.0
2002,北海道,34941.0
2003,北海道,32723.0
2004,北海道,29810.0
2005,北海道,30537.0
2006,北海道,28327.0
2007,北海道,27005.0
2008,北海道,25845.0
2009,北海道,25225.0
2010,北海道,24053.0
2011,北海道,24539.0
2012,北海道,23996.0
2013,北海道,24837.0
2014,北海道,22965.0
2015,北海道,22928.0
2016,北海道,21842.0
2017,北海道,21438.0
2018,北海道,20308.0
2019,北海道,19513.0
2020,北海道,17379.0
2021,北海道,16566.0
2022,北海道,16688.0
2023,北海道,16815.0
1963,青森,17091.0
1964,青森,18775.0
1965,青森,20469.0
1966,青森,23513.0
1967,青森,24772.0
1968,青森,25438.0
1969,青森,26577.0
1970,青森,26519.0
1971,青森,27268.0
1972,青森,27886.0
1973,青森,27688.0
1974,青森,26816.0
1975,青森,27896.0
1976,青森,26192.0
1977,青森,26232.0
1978,青森,24241.0
1979,青森,24234.0
1980,青森,22412.0
1981,青森,22061.0
1982,青森,21973.0
1983,青森,21202.0
1984,青森,18855.0
1985,青森,18661.0
1986,青森,19046.0
1987,青森,18762.0
1988,青森,18527.0
1989,青森,18022.0
1990,青森,18342.0
1991,青森,18345.0
1992,青森,18455.0
1993,青森,18284.0
1994,青森,17354.0
1995,青森,16831.0
1996,青森,16193.0
1997,青森,14520.0
1998,青森,14102.0
1999,青森,13353.0
2000,青森,12507.0
2001,青森,12017.0
2002,青森,11706.801
2003,青森,11138.0
2004,青森,9673.0
2005,青森,9508.0
2006,青森,9057.0
2007,青森,8697.0
2008,青森,8353.0
2009,青森,8186.0
2010,青森,7900.0
2011,青森,7760.0
2012,青森,7545.0
2013,青森,7479.0
2014,青森,7040.0
2015,青森,6910.0
2016,青森,6830.0
2017,青森,6561.0
2018,青森,6193.0
2019,青森,6009.0
2020,青森,5440.0
2021,青森,5313.0
2022,青森,6048.0
2023,青森,5004.0
1963,岩手,18326.0
1964,岩手,20161.0
1965,岩手,20871.0
1966,岩手,23964.0
1967,岩手,23589.0
1968,岩手,25056.0
1969,岩手,25851.0
1970,岩手,26466.0
1971,岩手,26715.0
1972,岩手,27989.0
1973,岩手,28368.0
1974,岩手,28238.0
1975,岩手,28682.0
1976,岩手,26732.0
1977,岩手,27351.0
1978,岩手,26680.0
1979,岩手,26523.0
1980,岩手,24999.0
1981,岩手,24002.0
1982,岩手,23290.0
1983,岩手,22264.0
1984,岩手,19692.0
1985,岩手,18712.0
1986,岩手,19274.0
1987,岩手,19459.0
1988,岩手,19670.0
1989,岩手,18459.0
1990,岩手,18850.0
1991,岩手,18770.0
1992,岩手,18464.0
1993,岩手,18122.0
1994,岩手,17216.0
1995,岩手,16577.0
1996,岩手,16513.0
1997,岩手,15352.0
1998,岩手,14475.0
1999,岩手,14340.0
2000,岩手,13276.0
2001,岩手,12538.0
2002,岩手,12104.0
2003,岩手,11654.0
2004,岩手,10314.0
2005,岩手,9633.0
2006,岩手,9345.0
2007,岩手,8998.0
2008,岩手,8642.0
2009,岩手,8582.0
2010,岩手,7346.0
2011,岩手,8028.0
2012,岩手,7804.0
2013,岩手,7993.0
2014,岩手,7442.0
2015,岩手,7417.0
2016,岩手,7054.0
2017,岩手,7012.0
2018,岩手,6544.0
2019,岩手,5951.0
2020,岩手,5499.0
2021,岩手,5317.0
2022,岩手,5152.0
2023,岩手,5044.0
1963,宮城,18964.0
1964,宮城,21981.0
1965,宮城,23940.0
1966,宮城,28098.0
1967,宮城,29294.0
1968,宮城,30679.0
1969,宮城,32910.0
1970,宮城,33636.0
1971,宮城,34833.0
1972,宮城,36249.0
1973,宮城,37369.0
1974,宮城,38081.0
1975,宮城,38558.0
1976,宮城,36066.0
1977,宮城,36099.0
1978,宮城,34415.0
1979,宮城,35155.0
1980,宮城,32875.0
1981,宮城,32072.0
1982,宮城,31777.0
1983,宮城,30487.0
1984,宮城,27359.0
1985,宮城,26469.0
1986,宮城,27692.0
1987,宮城,28744.0
1988,宮城,29072.0
1989,宮城,27502.0
1990,宮城,29606.0
1991,宮城,29553.0
1992,宮城,30506.0
1993,宮城,29546.0
1994,宮城,27031.0
1995,宮城,27511.0
1996,宮城,26488.0
1997,宮城,24298.0
1998,宮城,22524.0
1999,宮城,22057.0
2000,宮城,20320.0
2001,宮城,19366.0
2002,宮城,18520.0
2003,宮城,17726.0
2004,宮城,15883.177
2005,宮城,15402.0
2006,宮城,14669.0
2007,宮城,14450.0
2008,宮城,14116.0
2009,宮城,13360.0
2010,宮城,11479.0
2011,宮城,12743.0
2012,宮城,14443.0
2013,宮城,13549.0
2014,宮城,12647.0
2015,宮城,12197.0
2016,宮城,11815.0
2017,宮城,11945.0
2018,宮城,10931.0
2019,宮城,10239.0
2020,宮城,9495.0
2021,宮城,9086.0
2022,宮城,8920.0
2023,宮城,8954.0
1963,秋田,19851.0
1964,秋田,21788.0
1965,秋田,23803.0
1966,秋田,26810.0
1967,秋田,28502.0
1968,秋田,29707.0
1969,秋田,31029.0
1970,秋田,30677.0
1971,秋田,32072.0
1972,秋田,33479.0
1973,秋田,34120.0
1974,秋田,34531.0
1975,秋田,35965.0
1976,秋田,34359.0
1977,秋田,36381.0
1978,秋田,34466.0
1979,秋田,35677.0
1980,秋田,33331.0
1981,秋田,33971.0
1982,秋田,33594.0
1983,秋田,32799.0
1984,秋田,29631.0
1985,秋田,28925.0
1986,秋田,29523.0
1987,秋田,29500.0
1988,秋田,29668.0
1989,秋田,26037.0
1990,秋田,27717.0
1991,秋田,27238.0
1992,秋田,26304.0
1993,秋田,26761.0
1994,秋田,24753.0
1995,秋田,24100.0
1996,秋田,23327.0
1997,秋田,21423.0
1998,秋田,19813.0
1999,秋田,18952.0
2000,秋田,17587.0
2001,秋田,16619.0
2002,秋田,15863.0
2003,秋田,15204.0
2004,秋田,13023.0
2005,秋田,12294.0
2006,秋田,11468.0
2007,秋田,11020.0
2008,秋田,10328.0
2009,秋田,9991.0
2010,秋田,9218.0
2011,秋田,9174.0
2012,秋田,8669.0
2013,秋田,8665.0
2014,秋田,8212.0
2015,秋田,8006.0
2016,秋田,7805.0
2017,秋田,8357.0
2018,秋田,7251.0
2019,秋田,6639.0
2020,秋田,5942.0
2021,秋田,5883.0
2022,秋田,5577.0
2023,秋田,5593.0
1963,山形,16748.0
1964,山形,18010.0
1965,山形,19253.0
1966,山形,22150.0
1967,山形,22593.0
1968,山形,24066.0
1969,山形,25564.0
1970,山形,26414.0
1971,山形,26701.0
1972,山形,28241.0
1973,山形,28312.0
1974,山形,28422.0
1975,山形,29451.0
1976,山形,28499.0
1977,山形,29387.0
1978,山形,28470.0
1979,山形,29252.0
1980,山形,26809.0
1981,山形,27301.0
1982,山形,26665.0
1983,山形,25289.0
1984,山形,23309.0
1985,山形,23007.0
1986,山形,23712.0
1987,山形,23365.0
1988,山形,24243.0
1989,山形,21612.0
1990,山形,23154.0
1991,山形,22250.0
1992,山形,21900.0
1993,山形,21890.0
1994,山形,21067.0
1995,山形,20493.0
1996,山形,19838.0
1997,山形,18309.0
1998,山形,16478.0
1999,山形,16119.0
2000,山形,14991.0
2001,山形,13827.0
2002,山形,13135.0
2003,山形,12329.0
2004,山形,11108.0
2005,山形,10639.0
2006,山形,10100.0
2007,山形,9644.0
2008,山形,9122.0
2009,山形,8871.0
2010,山形,8146.0
2011,山形,8264.0
2012,山形,8239.0
2013,山形,8182.0
2014,山形,7458.0
2015,山形,7447.0
2016,山形,7353.0
2017,山形,7227.0
2018,山形,6816.0
2019,山形,6328.0
2020,山形,5808.0
2021,山形,5615.0
2022,山形,5383.0
2023,山形,5447.0
1963,福島,25535.0
1964,福島,27544.0
1965,福島,28443.0
1966,福島,32651.0
1967,福島,33413.0
1968,福島,35442.0
1969,福島,40448.0
1970,福島,39293.0
1971,福島,41095.0
1972,福島,42231.0
1973,福島,42432.0
1974,福島,41138.0
1975,福島,45228.0
1976,福島,42657.0
1977,福島,44793.0
1978,福島,44934.0
1979,福島,44129.0
1980,福島,42139.0
1981,福島,43723.0
1982,福島,45634.0
1983,福島,37996.0
1984,福島,34297.0
1985,福島,34296.0
1986,福島,35766.0
1987,福島,36271.0
1988,福島,36100.0
1989,福島,32958.0
1990,福島,34768.0
1991,福島,34935.0
1992,福島,34145.0
1993,福島,34625.0
1994,福島,31782.0
1995,福島,30895.0
1996,福島,30160.0
1997,福島,27327.0
1998,福島,25654.0
1999,福島,25276.0
2000,福島,23467.0
2001,福島,22591.0
2002,福島,21409.0
2003,福島,20647.0
2004,福島,19021.0
2005,福島,18322.0
2006,福島,17540.0
2007,福島,16558.0
2008,福島,15614.0
2009,福島,14973.0
2010,福島,11820.0
2011,福島,13559.0
2012,福島,13303.0
2013,福島,13521.0
2014,福島,12789.0
2015,福島,12725.0
2016,福島,12510.0
2017,福島,11909.0
2018,福島,11230.213
2019,福島,10160.0
2020,福島,9611.0
2021,福島,9487.0
2022,福島,9108.0
2023,福島,8665.0
1963,茨城,21837.0
1964,茨城,24203.0
1965,茨城,25964.0
1966,茨城,29440.0
1967,茨城,31764.0
1968,茨城,31000.0
1969,茨城,34867.0
1970,茨城,37046.0
1971,茨城,37185.0
1972,茨城,38494.0
1973,茨城,40316.0
1974,茨城,41143.0
1975,茨城,41535.0
1976,茨城,40017.0
1977,茨城,39647.0
1978,茨城,38806.0
1979,茨城,40064.0
1980,茨城,38137.0
1981,茨城,36530.0
1982,茨城,37666.0
1983,茨城,38356.0
1984,茨城,32665.0
1985,茨城,34261.0
1986,茨城,35150.0
1987,茨城,36350.0
1988,茨城,35847.0
1989,茨城,33122.0
1990,茨城,35053.0
1991,茨城,34846.0
1992,茨城,34238.0
1993,茨城,34059.0
1994,茨城,29610.0
1995,茨城,30340.0
1996,茨城,28566.0
1997,茨城,25930.0
1998,茨城,23934.0
1999,茨城,24519.0
2000,茨城,23918.0
2001,茨城,23060.0
2002,茨城,21641.0
2003,茨城,20491.0
2004,茨城,18407.0
2005,茨城,17607.0
2006,茨城,17119.0
2007,茨城,16642.0
2008,茨城,15757.0
2009,茨城,14974.0
2010,茨城,12980.0
2011,茨城,14165.0
2012,茨城,14533.0
2013,茨城,13765.0
2014,茨城,13172.0
2015,茨城,12862.0
2016,茨城,12872.0
2017,茨城,12674.0
2018,茨城,11351.0
2019,茨城,9983.0
2020,茨城,9650.0
2021,茨城,9803.0
2022,茨城,9759.0
2023,茨城,8479.0
1963,栃木,18398.0
1964,栃木,19446.0
1965,栃木,20724.0
1966,栃木,23107.0
1967,栃木,23665.0
1968,栃木,24644.0
1969,栃木,27196.0
1970,栃木,27785.0
1971,栃木,29207.0
1972,栃木,30485.0
1973,栃木,32202.0
1974,栃木,30558.0
1975,栃木,30917.0
1976,栃木,29713.0
1977,栃木,29555.0
1978,栃木,28963.0
1979,栃木,29228.0
1980,栃木,27575.0
1981,栃木,27838.0
1982,栃木,27018.0
1983,栃木,26505.0
1984,栃木,24297.0
1985,栃木,23802.0
1986,栃木,24530.0
1987,栃木,26883.0
1988,栃木,26412.0
1989,栃木,25050.0
1990,栃木,25612.0
1991,栃木,24528.0
1992,栃木,23416.0
1993,栃木,23451.0
1994,栃木,20643.0
1995,栃木,19579.0
1996,栃木,18888.0
1997,栃木,17479.0
1998,栃木,16106.0
1999,栃木,15614.0
2000,栃木,16469.0
2001,栃木,15458.0
2002,栃木,15322.0
2003,栃木,13627.0
2004,栃木,13081.0
2005,栃木,12386.0
2006,栃木,11661.0
2007,栃木,11395.0
2008,栃木,10104.0
2009,栃木,10231.0
2010,栃木,10474.0
2011,栃木,9579.0
2012,栃木,9800.0
2013,栃木,9317.0
2014,栃木,8683.0
2015,栃木,9083.0
2016,栃木,8453.0
2017,栃木,8591.0
2018,栃木,8247.0
2019,栃木,7324.0
2020,栃木,6783.0
2021,栃木,6310.0
2022,栃木,6107.0
2023,栃木,5954.0
1963,群馬,17719.0
1964,群馬,19491.0
1965,群馬,20104.0
1966,群馬,22555.0
1967,群馬,22978.0
1968,群馬,23961.0
1969,群馬,25855.0
1970,群馬,26848.0
1971,群馬,27298.0
1972,群馬,28668.0
1973,群馬,29241.0
1974,群馬,28919.0
1975,群馬,27914.0
1976,群馬,27887.0
1977,群馬,27135.0
1978,群馬,25563.0
1979,群馬,26613.0
1980,群馬,24447.0
1981,群馬,24108.0
1982,群馬,23947.0
1983,群馬,22461.0
1984,群馬,20982.0
1985,群馬,20856.0
1986,群馬,21030.0
1987,群馬,21865.0
1988,群馬,22280.0
1989,群馬,20653.0
1990,群馬,21908.0
1991,群馬,21503.0
1992,群馬,20498.0
1993,群馬,21215.0
1994,群馬,18601.0
1995,群馬,21128.0
1996,群馬,18946.0
1997,群馬,16684.0
1998,群馬,15546.0
1999,群馬,15566.0
2000,群馬,14493.0
2001,群馬,13701.0
2002,群馬,13925.0
2003,群馬,13182.0
2004,群馬,12245.0
2005,群馬,11969.0
2006,群馬,11325.0
2007,群馬,10470.0
2008,群馬,10172.0
2009,群馬,9724.0
2010,群馬,9367.0
2011,群馬,9358.0
2012,群馬,9245.0
2013,群馬,9677.0
2014,群馬,8556.0
2015,群馬,8274.0
2016,群馬,8315.0
2017,群馬,8477.0
2018,群馬,7594.0
2019,群馬,6587.0
2020,群馬,6211.0
2021,群馬,6296.0
2022,群馬,6102.0
2023,群馬,5746.0
1963,埼玉,28479.0
1964,埼玉,31701.0
1965,埼玉,33753.0
1966,埼玉,38828.0
1967,埼玉,40342.0
1968,埼玉,42632.0
1969,埼玉,46772.0
1970,埼玉,50799.0
1971,埼玉,53785.0
1972,埼玉,56641.0
1973,埼玉,59088.0
1974,埼玉,61703.0
1975,埼玉,63172.0
1976,埼玉,60396.0
1977,埼玉,59233.0
1978,埼玉,57933.0
1979,埼玉,59328.0
1980,埼玉,57180.0
1981,埼玉,58124.0
1982,埼玉,57199.0
1983,埼玉,57765.0
1984,埼玉,55608.0
1985,埼玉,55789.0
1986,埼玉,58219.0
1987,埼玉,59435.0
1988,埼玉,59944.0
1989,埼玉,54937.0
1990,埼玉,55404.0
1991,埼玉,56402.0
1992,埼玉,55525.0
1993,埼玉,54986.0
1994,埼玉,49924.0
1995,埼玉,49321.0
1996,埼玉,47919.0
1997,埼玉,45180.0
1998,埼玉,42165.0
1999,埼玉,40190.0
2000,埼玉,39113.0
2001,埼玉,37979.0
2002,埼玉,36840.0
2003,埼玉,35027.0
2004,埼玉,32688.583
2005,埼玉,31662.0
2006,埼玉,31607.0
2007,埼玉,31181.0
2008,埼玉,28399.0
2009,埼玉,28526.0
2010,埼玉,27502.0
2011,埼玉,30113.0
2012,埼玉,28490.0
2013,埼玉,27076.0
2014,埼玉,26178.0
2015,埼玉,25692.0
2016,埼玉,25506.0
2017,埼玉,25179.0
2018,埼玉,23656.799
2019,埼玉,21314.0
2020,埼玉,23307.32
2021,埼玉,22812.0
2022,埼玉,22068.0
2023,埼玉,21288.0
1963,新潟,31842.0
1964,新潟,34586.0
1965,新潟,36603.0
1966,新潟,41474.0
1967,新潟,41554.0
1968,新潟,44172.0
1969,新潟,46937.0
1970,新潟,49145.0
1971,新潟,49971.0
1972,新潟,52632.0
1973,新潟,54115.0
1974,新潟,53998.0
1975,新潟,56349.0
1976,新潟,54958.0
1977,新潟,55611.0
1978,新潟,54023.0
1979,新潟,57274.0
1980,新潟,53205.0
1981,新潟,54734.0
1982,新潟,54923.0
1983,新潟,53662.0
1984,新潟,51756.0
1985,新潟,52933.0
1986,新潟,55197.0
1987,新潟,55436.0
1988,新潟,58841.0
1989,新潟,58214.0
1990,新潟,56606.0
1991,新潟,57886.0
1992,新潟,57334.0
1993,新潟,60811.0
1994,新潟,55901.0
1995,新潟,58101.0
1996,新潟,57087.0
1997,新潟,53182.0
1998,新潟,50115.0
1999,新潟,48428.0
2000,新潟,45662.0
2001,新潟,43838.0
2002,新潟,42117.0
2003,新潟,39282.0
2004,新潟,36159.0
2005,新潟,36048.0
2006,新潟,33582.0
2007,新潟,31341.0
2008,新潟,29507.0
2009,新潟,28828.528000000002
2010,新潟,27960.0
2011,新潟,27972.0
2012,新潟,28245.0
2013,新潟,25665.0
2014,新潟,23851.0
2015,新潟,24149.0
2016,新潟,22573.0
2017,新潟,21321.0
2018,新潟,19823.0
2019,新潟,18017.0
2020,新潟,15984.0
2021,新潟,15240.0
2022,新潟,15208.0
2023,新潟,14539.0
1963,長野,25444.0
1964,長野,27410.0
1965,長野,28389.0
1966,長野,32198.0
1967,長野,31794.0
1968,長野,33166.0
1969,長野,35748.0
1970,長野,36713.0
1971,長野,37682.0
1972,長野,40443.0
1973,長野,40588.0
1974,長野,39555.0
1975,長野,41206.0
1976,長野,40136.0
1977,長野,39082.0
1978,長野,37976.0
1979,長野,40226.0
1980,長野,36382.0
1981,長野,37206.0
1982,長野,36085.0
1983,長野,34415.0
1984,長野,31219.0
1985,長野,31786.0
1986,長野,33678.0
1987,長野,33809.0
1988,長野,36401.0
1989,長野,32322.0
1990,長野,33526.0
1991,長野,34310.0
1992,長野,34379.0
1993,長野,34081.0
1994,長野,32405.0
1995,長野,32028.0
1996,長野,30953.0
1997,長野,28115.0
1998,長野,27035.0
1999,長野,25845.0
2000,長野,23970.0
2001,長野,23712.0
2002,長野,22119.0
2003,長野,21825.0
2004,長野,18786.0
2005,長野,17916.0
2006,長野,17500.0
2007,長野,16155.0
2008,長野,16494.0
2009,長野,15636.0
2010,長野,15819.0
2011,長野,14959.0
2012,長野,14276.0
2013,長野,14161.0
2014,長野,13582.0
2015,長野,13621.0
2016,長野,12848.0
2017,長野,12366.0
2018,長野,11769.0
2019,長野,10949.0
2020,長野,9350.0
2021,長野,10004.0
2022,長野,9189.0
2023,長野,8923.0
1963,千葉,26327.0
1964,千葉,29270.0
1965,千葉,30700.0
1966,千葉,34404.0
1967,千葉,36770.0
1968,千葉,37807.0
1969,千葉,43559.0
1970,千葉,45223.0
1971,千葉,46339.0
1972,千葉,48968.0
1973,千葉,50898.0
1974,千葉,51952.0
1975,千葉,53020.0
1976,千葉,54100.0
1977,千葉,50713.0
1978,千葉,48896.0
1979,千葉,49976.0
1980,千葉,48951.0
1981,千葉,51200.0
1982,千葉,48418.0
1983,千葉,48017.0
1984,千葉,45292.0
1985,千葉,44716.0
1986,千葉,46069.0
1987,千葉,47720.0
1988,千葉,47604.0
1989,千葉,45256.0
1990,千葉,47009.0
1991,千葉,46584.0
1992,千葉,46775.0
1993,千葉,46679.0
1994,千葉,42767.0
1995,千葉,41414.0
1996,千葉,40451.0
1997,千葉,34966.0
1998,千葉,33395.0
1999,千葉,34341.0
2000,千葉,34327.0
2001,千葉,34431.0
2002,千葉,31341.0
2003,千葉,30789.0
2004,千葉,27441.0
2005,千葉,27449.0
2006,千葉,26329.0
2007,千葉,25991.0
2008,千葉,24889.0
2009,千葉,24631.0
2010,千葉,24596.0
2011,千葉,25145.0
2012,千葉,24936.0
2013,千葉,24305.0
2014,千葉,23075.0
2015,千葉,23270.0
2016,千葉,22086.0
2017,千葉,22149.0
2018,千葉,20442.0
2019,千葉,18015.0
2020,千葉,17096.123209999998
2021,千葉,16568.0
2022,千葉,15889.0
2023,千葉,17154.0
1963,東京,114975.0
1964,東京,121956.0
1965,東京,125243.0
1966,東京,136551.0
1967,東京,137639.0
1968,東京,143211.0
1969,東京,151324.0
1970,東京,153627.0
1971,東京,154729.0
1972,東京,157360.0
1973,東京,162399.0
1974,東京,159771.0
1975,東京,161412.0
1976,東京,159136.0
1977,東京,154964.0
1978,東京,148163.0
1979,東京,149635.0
1980,東京,143876.0
1981,東京,153054.0
1982,東京,139813.0
1983,東京,136586.0
1984,東京,126844.0
1985,東京,132132.0
1986,東京,135508.0
1987,東京,135534.0
1988,東京,139580.0
1989,東京,134868.0
1990,東京,137101.0
1991,東京,138123.0
1992,東京,137601.0
1993,東京,137027.0
1994,東京,124336.0
1995,東京,127459.0
1996,東京,121314.0
1997,東京,112330.0
1998,東京,108342.0
1999,東京,102096.0
2000,東京,101761.0
2001,東京,97354.0
2002,東京,96173.0
2003,東京,87323.0
2004,東京,81908.0
2005,東京,77373.0
2006,東京,75863.0
2007,東京,75880.0
2008,東京,71514.0
2009,東京,71096.0
2010,東京,68497.0
2011,東京,71424.0
2012,東京,75049.0
2013,東京,68265.0
2014,東京,69694.0
2015,東京,71864.0
2016,東京,67036.0
2017,東京,68824.0
2018,東京,64778.547999999995
2019,東京,58293.0
2020,東京,49611.71428499999
2021,東京,52383.0
2022,東京,52420.0
2023,東京,49839.0
1963,神奈川,43442.0
1964,神奈川,49034.0
1965,神奈川,50809.0
1966,神奈川,56090.0
1967,神奈川,57770.0
1968,神奈川,61356.0
1969,神奈川,65952.0
1970,神奈川,68684.0
1971,神奈川,70209.0
1972,神奈川,72494.0
1973,神奈川,74958.0
1974,神奈川,76271.0
1975,神奈川,75822.0
1976,神奈川,73924.0
1977,神奈川,71305.0
1978,神奈川,69271.0
1979,神奈川,69423.0
1980,神奈川,67982.0
1981,神奈川,70704.0
1982,神奈川,67373.0
